"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"theta[1]",0.0537935788538997,0.00017228653276091,0.017341924308028,0.0269001848486889,0.0403514688767448,0.0510374857994842,0.065398683199706,0.0926401984645141,10131.9237022509,0.999819157340251
"theta[2]",0.0106907759207937,1.34533990983729e-05,0.00134501171988639,0.00843738609337174,0.00953623746543741,0.0106900786183195,0.0118716021119493,0.0128946753534366,9995.12168013112,0.999864325693829
"theta[3]",0.0106611265615529,1.35950972946793e-05,0.00134601790915441,0.0084150433899072,0.00950039441406544,0.0106703427210282,0.0118295885004929,0.0128644447835637,9802.50419128181,1.00042569444453
"theta[4]",0.0622487225208459,8.22293347387971e-05,0.00836375706767134,0.0506050115622525,0.0555001677208588,0.0609880947262093,0.0676371555084922,0.0812075510422975,10345.4471483353,0.999792652127051
"theta[5]",0.0100029238111783,1.00481079827814e-05,0.00100578534929113,0.00800910982038565,0.00933731746984814,0.0100049628311173,0.0106813980235568,0.0119564252505813,10019.4071086002,1.00002403917474
"theta[6]",0.03,0,0,0.03,0.03,0.03,0.03,0.03,2.50187640730539,0.999499874937461
"theta[7]",0.03,0,0,0.03,0.03,0.03,0.03,0.03,2.50187640730539,0.999499874937461
"theta[8]",0.4,0,0,0.4,0.4,0.4,0.4,0.4,2.50187640730539,0.999499874937461
"theta[9]",1,NA,0,1,1,1,1,1,NA,NA
"R_0",0.839515197069011,0.00152642477666372,0.153211182863525,0.582680684396287,0.727388815482366,0.824433257589146,0.941747481235778,1.16146925111646,10074.6534815045,0.999873341843672
"y_init[1]",905.884825907772,0.280909762366179,27.5868891002427,856.063834854281,885.88576790029,904.672437336161,924.374259790044,962.771075608237,9644.32402841687,1.00001045351262
"y_init[2]",89.1151740922277,0.280909762366179,27.5868891002427,32.2289243917633,70.6257402099562,90.327562663839,109.11423209971,138.936165145719,9644.32402841687,1.00001045351262
"y_init[3]",5,NA,0,5,5,5,5,5,NA,NA
"y_init[4]",1000,NA,0,1000,1000,1000,1000,1000,NA,NA
"y_init[5]",40000,NA,0,40000,40000,40000,40000,40000,NA,NA
"y_init[6]",9000,NA,0,9000,9000,9000,9000,9000,NA,NA
"y_init[7]",14.8055397512118,0.168636752483753,16.5637051885978,0.229008573918468,2.93769025362172,8.29578878823104,21.0435575360671,59.8621917704248,9647.4052891302,1.00032471851698
